hard_skill,soft_skill,label,candidate_field
"['accounting systems', 'digital', 'finance', 'online advertising', 'receivables', 'xero', 'excel']",['management'],0,accounting
"['blood pressure', 'disease management', 'health assessment', 'health research', 'nursing', 'nursing care', 'registration', 'staff management']","['communications', 'management', 'research']",0,healthcare & medical
"['application', 'data', 'data capture', 'data collection', 'service', 'system']","['customer service', 'data entry']",0,administration & office support
"['business', 'business model', 'database administration', 'digital', 'digital marketing', 'file management', 'front office', 'management contract', 'onboarding', 'sales', 'service', 'submittals', 'system', 'excel']","['communications', 'customer service', 'management', 'meeting', 'presentations', 'time management', 'verbal communication skills']",0,administration & office support
"['acting', 'business', 'finance', 'risk management', 'service', 'trading']","['management', 'spreadsheet']",0,accounting
"['business', 'business requirements', 'c', 'customer experience', 'git', 'java', 'jax-ws', 'jmockit', 'jms', 'junit', 'linux', 'mockito', 'mysql', 'oracle', 'perforce', 'performance tuning', 'release management', 'requirements specifications', 'scalability', 'scripting', 'soap', 'software design', 'software development', 'solaris', 'standard', 'system', 'systems integration', 'testing', 'threading', 'unit testing', 'unix', 'web services', 'ws-security', 'xml', 'databases']","['adaptability', 'integration', 'management']",1,telecomunication
"['accounting software', 'business', 'go', 'phase', 'sales', 'service', 'system', 'voucher']","['customer service', 'management', 'problem solving']",0,accounting
"['business', 'customer development', 'plumbing', 'sales', 'service', 'standard', 'stock management', 'track']","['confident communicator', 'customer service', 'enthusiasm', 'management', 'training and development']",0,retail & consumer products
"['customer relationship management', 'data', 'lead generation', 'sales']","['data entry', 'english', 'english language', 'management', 'relationship management', 'social media', 'time management', 'written english']",0,sales
"['analytics', 'application', 'application data', 'application development', 'business', 'business analysis', 'data', 'hazelcast', 'infrastructure architecture', 'java', 'middleware', 'python', 'scrum', 'service', 'software engineering', 'testing']","['infrastructure', 'innovation']",1,telecomunication
"['sales', 'service']",['customer service'],0,retail & consumer products
"['balancing', 'business', 'cloud infrastructure', 'computers', 'data', 'google drive', 'livelihood', 'load balancing', 'managed services', 'network infrastructure', 'network security', 'penetration testing', 'radius', 'security', 'server', 'service', 'service provider', 'single sign-on', 'testing', 'veeam', 'web servers', 'windows', 'aws']","['accountability', 'english', 'infrastructure']",1,telecomunication
"['application', 'business', 'business requirements', 'installation', 'linux', 'networking', 'performance tuning', 'security', 'siem', 'siem software', 'splunk', 'technical consulting', 'windows']",['consulting'],1,telecomunication
"['business', 'cms', 'data', 'financial services', 'manual testing', 'testing', 'trading']","['business ethics', 'communications', 'innovation', 'management', 'problem solving', 'time management']",0,administration & office support
"['accounts payable', 'act', 'billing', 'booking', 'business', 'continuous quality improvement', 'data', 'front office', 'healthcare services', 'information systems', 'medical', 'medicare', 'practice management', 'quality improvement', 'service']","['customer service', 'data entry', 'filing', 'leadership', 'management', 'operations', 'problem solving', 'scheduling']",0,healthcare & medical
"['adobe acrobat', 'adobe creative cloud', 'branding', 'cms', 'content creation', 'copywriting', 'corporate branding', 'digital', 'digital content', 'go', 'graphic design', 'marketing collateral', 'project management']","['management', 'microsoft office', 'social media']",0,marketing
"['business', 'device', 'market intelligence', 'medical', 'pharmaceutical', 'remuneration', 'sales', 'service', 'urology']","['business acumen', 'customer service', 'rapport building', 'resilience', 'self starter']",0,healthcare & medical
"['application', 'bookkeeping', 'maternity', 'sales', 'trial balance', 'excel']",['microsoft excel'],0,accounting
"['business', 'data', 'financial data', 'professional services', 'service', 'tax', 'wealth management']","['management', 'microsoft office']",0,accounting
"['bookkeeping', 'business', 'c', 'management accounting', 'tax', 'tax compliance']",['management'],0,accounting
"['business', 'dentistry', 'go', 'implant', 'orthodontics', 'public transport', 'standard']",[],0,healthcare & medical
"['advertisement', 'bookkeeping', 'medical']","['english', 'writing']",0,accounting
"['accounting systems', 'act', 'booking', 'business', 'customer support', 'energy storage', 'myob', 'renewable energy', 'sales', 'service', 'social media marketing', 'databases', 'excel']","['customer service', 'microsoft word', 'planning', 'scheduling', 'social media', 'verbal communication skills', 'written communication']",0,administration & office support
"['application', 'business', 'go', 'medical', 'merchandising', 'recycling', 'sales', 'service', 'track', 'visual merchandising']","['customer service', 'sorting', 'verbal communication skills']",0,retail & consumer products
"['accounts payable', 'acting', 'business', 'compliance training', 'data', 'finance', 'logging', 'pressurised environment', 'security', 'standard', 'excel']",[],0,accounting
"['clinical pathology', 'closing', 'pathology', 'quality control', 'service']","['management', 'meeting']",0,healthcare & medical
"['account management', 'agility', 'analytics', 'business', 'business analytics', 'gps', 'pharmaceutical', 'pharmaceutical sales', 'sales', 'scheme', 'track', 'vaccines']","['learning agility', 'management', 'verbal communication skills']",0,healthcare & medical
"['facility management', 'financial institution', 'financial services', 'project management', 'project resources', 'service', 'stakeholder engagement']","['management', 'meeting', 'operations']",1,telecomunication
"['account management', 'billing']",['management'],0,accounting
"['advertisement', 'business', 'employee benefits', 'records management', 'sales', 'service', 'vehicle', 'excel']","['customer service', 'management', 'people management', 'team management', 'teamwork']",0,retail & consumer products
"['air quality', 'application', 'building code', 'business', 'business continuity', 'business continuity planning', 'clinical research', 'closing', 'disaster recovery', 'fire safety', 'hygiene', 'refrigeration', 'rehabilitation', 'remuneration', 'risk management', 'security', 'service', 'tax', 'vehicle']","['coordinating', 'management', 'planning', 'research', 'teaching']",0,healthcare & medical
"['application', 'business', 'business process', 'business process management', 'c', 'calculations', 'data', 'financial services', 'maternity', 'payroll administration', 'process management', 'resourcing', 'scheme', 'service', 'tax', 'trading']","['english', 'management', 'operations', 'training and development']",0,accounting
"['analytics', 'application', 'business', 'business planning', 'data', 'data integrity', 'investment management', 'performance reporting', 'pmo', 'portfolio management', 'power bi', 'process improvements', 'project management', 'reporting tools', 'risk management', 'standard', 'system', 'tableau', 'tracking']","['investigation', 'management', 'planning', 'program management', 'scheduling']",1,telecomunication
"['acting', 'business', 'credit control', 'standard']",['management'],0,accounting
"['application', 'business', 'credit control', 'finance', 'sales']",['sourcing'],0,accounting
"['business', 'business analysis', 'business process', 'process analysis', 'requirements elicitation', 'service', 'service delivery', 'stakeholder engagement', 'traceability', 'transformation', 'modelling']","['consulting', 'management', 'numbers', 'resilience', 'writing']",1,telecomunication
"['account management', 'business', 'collections', 'customer experience', 'customer satisfaction', 'data', 'data collection', 'data processing', 'market research', 'project management', 'sales', 'service', 'surveys', 'testing', 'track']","['management', 'professionalism', 'research']",0,marketing
"['animal welfare', 'application', 'career development', 'cash handling', 'customer experience', 'fashion retail', 'his', 'merchandising', 'mobile', 'sales', 'service', 'succession planning', 'visual merchandising']","['customer service', 'leadership', 'management', 'planning', 'training and development']",0,retail & consumer products
